Questionnaire Name,Account Number,Account Name,Country,CDP Region,ParentSection,Section,Question Number,Question Name,Row Number,Water security risk drivers,Anticipated timescale,Estimated magnitude of potential impact,Estimated probability of impact,Risk description
Cities 2021,60007,City of Santa Rosa,Philippines,Southeast Asia and Oceania,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,1,Increased water stress,Long-term (after 2050),Serious,,"The continuous  urbanization and development in the City of Santa Rosa indeed increased the stress on water resources. With the expansion of industrial  and manufacturing companies, the increasing number of commercial establishments and the development of residential subdivisions, the stress on water resources have definitely increased."
Cities 2021,60007,City of Santa Rosa,Philippines,Southeast Asia and Oceania,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,2,Declining water quality,Long-term (after 2050),Extremely serious,,"The existence of a number of different users of the water resources have greatly influenced the declining water quality. Untreated domestic wastewater, industrial effluents and agricultural run-offs and sedimentation affect the quality of both the surface and ground waters"
Cities 2021,60007,City of Santa Rosa,Philippines,Southeast Asia and Oceania,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,3,Increased water demand,Long-term (after 2050),Extremely serious,,"With coninuous development is the proportional increase in the demand for water, thus, population increase, industrial    and business establishment water requirements were the primary factors that influence increased water demand"
Cities 2021,60007,City of Santa Rosa,Philippines,Southeast Asia and Oceania,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,4,Change in land-use,Medium-term (by 2050),Serious,,"Conversion from one land use to another defintely impacts the water resources, like from agricultural use to commercial or industrial use, the quality of resulting effluents and the volume requirements are considerably different, thus the shift in the land use would pose an impact to our water resources"
Cities 2021,60009,Bacolod City,Philippines,Southeast Asia and Oceania,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,1,Increased water scarcity,Short-term (by 2025),Serious,Medium-low,
Cities 2021,60009,Bacolod City,Philippines,Southeast Asia and Oceania,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,2,"Other, please specify: Access to potable water supply",Short-term (by 2025),Serious,Medium,
Cities 2021,60009,Bacolod City,Philippines,Southeast Asia and Oceania,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,3,Severe weather events,Short-term (by 2025),Serious,Medium,
Cities 2021,60009,Bacolod City,Philippines,Southeast Asia and Oceania,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,4,"Other, please specify: Destruction of the Eco-System",Short-term (by 2025),Serious,Medium,
Cities 2021,60009,Bacolod City,Philippines,Southeast Asia and Oceania,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,5,Pollution incidents,Short-term (by 2025),Serious,Medium,
Cities 2021,60011,City of San Jose del Monte,Philippines,Southeast Asia and Oceania,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,1,Increased water scarcity,Short-term (by 2025),Extremely serious,Low,Increasing population and decreasing supply from sources will eventually lead to water scarcity
Cities 2021,60011,City of San Jose del Monte,Philippines,Southeast Asia and Oceania,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,2,Declining water quality,Short-term (by 2025),Less Serious,Low,"Since waste water treatment system from existing water district does not cover the entire waste water generated  for domestic and commercial purposes, still large volume of waste water goes to the river and and streams untreated causing decline in water quality of surcase and ground waters of the city"
Cities 2021,60011,City of San Jose del Monte,Philippines,Southeast Asia and Oceania,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,3,Inadequate or ageing water supply infrastructure,Medium-term (by 2050),Serious,Medium-high,"The existing Angat Dam which is the water source of the entire Province of Bulacan and the MM is already ageing. Also, the threat of loosing the forest covers of the Sierra Madre surrounding Angat is so  big, due to unconrollable loggers roaming and illegally logging within the protected area. There is a plan to rehabilitate  and retrofit Angat Dam as it shown to have cracks in its surfaces due to its old age. Also Angat is located near an existing faultline in the area and is posing threat and danger to nearby residents."
Cities 2021,60011,City of San Jose del Monte,Philippines,Southeast Asia and Oceania,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,4,Increased water demand,Short-term (by 2025),Serious,Medium-low,"With the conversion of the 25% remaining farmlands into residential areas,  it is expected that  there will be rapid increased  in the city's population which will eventuality lead to water demand increased"
Cities 2021,60011,City of San Jose del Monte,Philippines,Southeast Asia and Oceania,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,5,Higher water prices,Short-term (by 2025),Less Serious,Medium,"With the law of demand and supply, the higher the demand, there will surely be a higher price for water supply from among its supplier"
Cities 2021,60018,City of Zamboanga,Philippines,Southeast Asia and Oceania,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,1,Increased water demand,Current,Serious,Medium-high,"The population of Zamboanga City is expected to increase; the current 2020 population is 977,234 with the population growth rate (PGR) 2.68% (between year 2015-2020). In effect the water connections is needed in the coming years are also expected to increase by a proportional amount."
Cities 2021,60018,City of Zamboanga,Philippines,Southeast Asia and Oceania,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,2,Severe weather events,Current,Serious,Medium-high,"While Zamboanga City has low susceptibility to tropical cyclone, both for passage and for landfall. However, indirect effects such as rains and high winds are experienced in the city when  tropical cyclones pass near the area. There is no definite trend observed on the number of tropical cyclones  that passed the city from 1977 up to the present (2016 Final Report USAID SURGE). it can be observed that several cycles of increasing then decreasing tropical cyclones passage occuring on certain periods. Hence, the cyclical occurrence may have positive and negative effects on the city's water resources. The increase may translate to more water supply only if there are structures built to impound water. These infrastructures may also serve as water storage during years with low tropical cyclones activity."
Cities 2021,60018,City of Zamboanga,Philippines,Southeast Asia and Oceania,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,3,Increased water scarcity,Current,Serious,Medium-high,"There is a general decreasing trend in the annual precipitation from 2011 - 2065 from an average of 1,400 mm to 1,250 mm. A pronounced increase in temperature is expected during the projected period from 29 degree centigrade to 31 degree centigrade. Consequently, a minor increase in potential evapo-transpiration from 2,150 mm to 2,190 mm may have effects on water resources, although likely to be minimal. Higher temperatures, coupled with decrease in rainfall would result to an increase in water demand from the domestic and agricultural sectors. Seasonal variations in these climatological patterns would also put more stress in the current and projected water supply of the city."
Cities 2021,60018,City of Zamboanga,Philippines,Southeast Asia and Oceania,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,4,Rationing of municipal water supply,Current,Serious,Medium-high,"The infrastructure and service areas shows that approximately 55% of the barangays, mostly located in the city proper is served by the water service utility with these barangays having existing water supply infrastructure. however, only approximately 16% of the barangays have adequate water supply service.Per recent information (July 2021) still for validation,  shows that the active water connection as of May 2021 is 66,261 and the service area is 61 barangays with a total households of 139,636 indicates that 47.42% the water service utility."
Cities 2021,60018,City of Zamboanga,Philippines,Southeast Asia and Oceania,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,5,Ecosystem vulnerability,Current,Less Serious,Medium,"The land use and cover of a particular area strongly influences the amount of infiltration of surface water table. Concreted or built-up areas are zones with the least amount of infiltration due to the inability of surface water to penetrate concrete. Areas with rich vegetation allow high amount of infiltration due to the roots of these plants loosen the overlaying rocks and soil making it easier for water to penetrate towards the water table. Also, the amount of foliage of vegetation affect recharge potential. Areas with thick foliage provide a buffer for rain water due to droplets being intercepted by plant leaves. Thus, the underlying soil is provided with more time to soak up the rainfall. Furthermore, vegetation with a large area coverage prevents the direct evaporation of water from the soil. Areas of low infiltration are mostly concentrated in the south and east of the city; in the downtown area, near barangays Dita and Curuan and rivers adjacent to Vitali island barangay."
Cities 2021,60029,City of Cagayan de Oro,Philippines,Southeast Asia and Oceania,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,1,Increased water stress,Current,Serious,Medium-high,The decreasing water resource is also a major threat brought by clim  ate Change due to global warming trend. The increasing population which increased the demand for fresh water has forced the city government to tap the surface waters of Cagayan de Oro River. Unfortunately the streamflow of the primary river has also been decreasing for decades due to accelerated forest denudation.
Cities 2021,60029,City of Cagayan de Oro,Philippines,Southeast Asia and Oceania,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,2,Change in land-use,Short-term (by 2025),Serious,Medium,"As more developing areas are situated further upstream of the Cagayan de Oro river basin, surface water is expected to decline in supply with the advent of metropolitanization."
Cities 2021,60044,Bhopal Municipal Corporation,India,South and West Asia,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,0,Question not applicable,Question not applicable,Question not applicable,Question not applicable,Question not applicable
Cities 2021,60053,Indore Municipal Corporation,India,South and West Asia,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,1,Inadequate or ageing water supply infrastructure,Long-term (after 2050),Serious,,The older Narmada Water Supply system is in serious disrepair. There are not only breaks in the piping system but also probably a high level of water theft is going on. The cost of Narmada water supply has always been high and so from the beginning there have been under recoveries as the consumers have been subsidised. The State Government has been providing grants to somehow keep the system running but this has resulted in poor maintenance of the system and with age it has deteriorated. The first phase of the system is close to 40 years old and the second phase is more than 20 years old. The distribution system is of 1931 vintage in parts. The later additions to the distribution system have been in an unplanned and haphazard manner and this has led to the pressure distribution in the pipeline going awry. Especially the addition of overhead tanks without a properly redesigned and laid out distribution system has put pressure on the existing pipelines and there are frequent outages. Moreover water meters have not been installed to keep a tab on the water being supplied and so there is no way in which to monitor the losses and the reasons for them.
Cities 2021,60053,Indore Municipal Corporation,India,South and West Asia,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,2,Energy supply issues,Medium-term (by 2050),Serious,,"The major cost component of the Narmada supply systems is the electricity cost which constitutes 70.4 per cent. The cost of electricity also is going up in leaps and bounds because there is pressure on the electricity generation and distribution companies to recover costs. The accumulated losses of all the government companies involved in distribution of electricity in Madhya Pradesh was more than Rs 12000 crores in 2011 (Dixit 3). Whereas the price of high tension power required for the Narmada pumping has gone up from Rs 3.68 per unit to Rs 5.13 per unit in 2011, it has gone up from Rs 3.42 per unit to Rs 4.47 per unit for low tension power used for tubewells (HT Live VIII 1). This will further increase the financial unsustainability of the Narmada water supply system. The start of the first phase of 90 MLD of the new Narmada supply funded by the ADB loan was in fact held up due to the power distribution company refusing to provide power unless an advance payment of Rs 10 crore was made. Eventually the Madhya Pradesh Electricity Regulatory Commission ruled that the outstanding dues on the earlier phases could not be advanced as an excuse for demanding such a high advance for starting the third phase and so the water supply started (HT Live IX 1)."
Cities 2021,60053,Indore Municipal Corporation,India,South and West Asia,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,3,Inadequate or ageing water supply infrastructure,Medium-term (by 2050),Less Serious,,Groundwater supply is much cheaper but possibilities of enhancing this supply have not been explored at all by the IMC. Instead private parties have indiscriminately exploited the ground water reserves for commercial supply. Neither have any serious steps been taken by the IMC to ensure recharge of water. The cheapest sources of supply are the Yashwant Sagar and Bilawli reservoirs. The possibilities of building a few more such reservoirs in the rural areas of Indore have not been explored at all. Instead there has been a proliferation of tubewells which draw water from the deep aquifer at 200 metres or more depth to supply water commercially through tankers at rates which are currently about Rs 70 for 1000 litres (HT Live X 1).
Cities 2021,60053,Indore Municipal Corporation,India,South and West Asia,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,4,Increased water stress,Medium-term (by 2050),Serious,,"There has been continuous development of the notified Green Belt areas in the Town Plan of 1975 and this has further aggravated the lack of water recharge. In a desperate bid to retain the green belt areas in the new Town Plan 2021 notified in 2008, the Government announced that it would acquire the agricultural land in the catchment of the Bilawli tank and hand it over to a franchisee to operate a golf course. Little did the government know that a golf course requires huge amounts of water for its operation. Anyway a massive agitation by the farmers put paid to this proposal (HT Live XI 1)."
Cities 2021,60053,Indore Municipal Corporation,India,South and West Asia,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,5,Higher water prices,Long-term (after 2050),Serious,,"This gross mismanagement of water supply has resulted in the high price of water for those without access to IMC supply or private sources of their own, mostly living in the poverty pockets. As mentioned earlier this proportion is 46 per cent of the total population of the city and it gets on an average only 46.6 lpcd. During the summer months the IMC has to provide water through tankers to this section and the cost of this in 2011 was Rs 7.26 crores. The cumulative effect of the financial unsustainability of surface water supply and the environmental unsustainability of groundwater supply in Indore city bodes a future water crisis of gargantuan proportions."
Cities 2021,60092,Porvoon kaupunki,Finland,Europe,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,1,Increased water demand,Long-term (after 2050),Serious,Medium,Long term development of population and industrial activities
Cities 2021,60092,Porvoon kaupunki,Finland,Europe,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,2,Pollution incidents,Current,Serious,Low,Pollution of ground water sources
Cities 2021,60104,Cambridge City Council,United Kingdom of Great Britain and Northern Ireland,Europe,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,1,Increased water stress,Short-term (by 2025),Serious,,"24.The Cambridge Water Company Resources Management Plan indicates that there is a finite supply of water in the region and, irrespective of climate change, action is required now to ensure the availability of water for future uses, including potable water supply and food production, without having a detrimental impact on the environment.  The Council has introduced water efficiency standards for all new development, although we are limited in the standards that can be set for new housing as a result of national planning policy. Further work carried out to support work on the Greater Cambridge Local Plan has shown that there is no capacity to increase groundwater abstraction from the chalk aquifer.  Future water demand will need to be balanced in other ways including greater water efficiency in new developments along with measures by the water companies such as reducing leaks and shifting to more sustainable water sources.  Longer term solutions will include major new regional water supply reservoirs, transfer schemes and land use change.  These options are all being explored and assessed by Water Resources East as they develop their Regional Plan for water management across eastern England."
Cities 2021,60105,Kirklees Council,United Kingdom of Great Britain and Northern Ireland,Europe,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,0,Question not applicable,Question not applicable,Question not applicable,Question not applicable,Question not applicable
Cities 2021,60114,Miasto Gdynia,Poland,Europe,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,1,Inadequate or ageing water supply infrastructure,Medium-term (by 2050),Serious,Medium-high,
Cities 2021,60114,Miasto Gdynia,Poland,Europe,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,2,Drought,Medium-term (by 2050),Serious,Medium-low,
Cities 2021,60114,Miasto Gdynia,Poland,Europe,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,3,Rationing of municipal water supply,Long-term (after 2050),Less Serious,Low,
Cities 2021,60117,Winchester City Council,United Kingdom of Great Britain and Northern Ireland,Europe,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,0,Question not applicable,Question not applicable,Question not applicable,Question not applicable,Question not applicable
Cities 2021,60125,Klaipėdos miesto savivaldybė,Lithuania,Europe,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,0,Question not applicable,Question not applicable,Question not applicable,Question not applicable,Question not applicable
Cities 2021,60140,City of Nakuru,Kenya,Africa,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,1,Question not applicable,Question not applicable,Question not applicable,Question not applicable,Question not applicable
Cities 2021,60140,City of Nakuru,Kenya,Africa,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,2,Question not applicable,Question not applicable,Question not applicable,Question not applicable,Question not applicable
Cities 2021,60140,City of Nakuru,Kenya,Africa,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,3,Question not applicable,Question not applicable,Question not applicable,Question not applicable,Question not applicable
Cities 2021,60140,City of Nakuru,Kenya,Africa,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,4,Question not applicable,Question not applicable,Question not applicable,Question not applicable,Question not applicable
Cities 2021,60142,City of Kisumu,Kenya,Africa,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,1,Declining water quality,Current,Serious,Medium-high,atmospheric pollution point and non point sources pollution
Cities 2021,60142,City of Kisumu,Kenya,Africa,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,2,Inadequate or ageing water supply infrastructure,Current,Serious,Medium-high,dilapidated water supply system
Cities 2021,60142,City of Kisumu,Kenya,Africa,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,3,Severe weather events,Current,Extremely serious,Medium,Storm water polluting ground and surface water sources.Climate variability - leading to low amount of precipitation and increase in water  salinity due to prolonged periods of drought
Cities 2021,60142,City of Kisumu,Kenya,Africa,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,4,Severe weather events,Current,Extremely serious,,Climate variability has caused increase  periods of long drought reducing capacity of underground water reservoirs and drying out of water catchments and rivers
Cities 2021,60142,City of Kisumu,Kenya,Africa,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,5,Higher water prices,Current,Serious,Medium-high,Higher costs of pumping water using electricity which i turn uses fossil fuel is already affecting water charges in the city
Cities 2021,60142,City of Kisumu,Kenya,Africa,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,6,Increased levels of plastic in freshwater bodies,Current,Extremely serious,Medium-high,"When flash floods occur in the city, all the plastic wastes end up in the lake as a result of poor drainages"
Cities 2021,60153,City of Mombasa,Kenya,Africa,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,0,Question not applicable,Question not applicable,Question not applicable,Question not applicable,Question not applicable
Cities 2021,60167,Ville de Charleroi,Belgium,Europe,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,1,Increased water stress,Medium-term (by 2050),Serious,Medium-high,Agriculture: augmentation des besoins en eau et risque de stress hydrique.
Cities 2021,60167,Ville de Charleroi,Belgium,Europe,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,2,Declining water quality,Medium-term (by 2050),Serious,Medium-high,Pollution des nappes par lessivage et dégradation des eaux de surface.
Cities 2021,60168,Derry City & Strabane,United Kingdom of Great Britain and Northern Ireland,Europe,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,0,Question not applicable,Question not applicable,Question not applicable,Question not applicable,Question not applicable
Cities 2021,60178,Linköpings kommun,Sweden,Europe,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,1,Pollution incidents,,,,"The annual average precipitation is expected to increase and the distribution to change overyear. The transport ofpollution in polluted land and water areas may increase as a result of increasedor changed water flows. The pollutants can affect recipients,groundwater, drinking water and natural areas and provide long-term health impact."
Cities 2021,60178,Linköpings kommun,Sweden,Europe,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,2,Severe weather events,,,,"Heavy rain and torrential rain can mean that the stormwater system is not enough. Thiscan lead to floods and landslides which in turn can affect properties (for example through basement floods), infrastructure and recipients.The wastewater network can be flooded if stormwater penetrates, which can lead toleakage and overflow of wastewater. It can also lead to increased flowsto the sewage treatment plant."
Cities 2021,60178,Linköpings kommun,Sweden,Europe,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,3,Declining water quality,,,,"Deterioration of raw water quality can jeopardize the quality of the municipalitydrinking water as a result of, for example, increased growth of algae or bacteria.This can lead to higher requirements for drinking water preparation."
Cities 2021,60178,Linköpings kommun,Sweden,Europe,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,4,Increased water stress,,,,Prolonged drought can affect groundwater level and lead to depleting wells in rural areas which can lead to a serious shortage of water for farming with animals and other property owners with own well for drinking water.
Cities 2021,60185,Vantaan kaupunki,Finland,Europe,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,0,Question not applicable,Question not applicable,Question not applicable,Question not applicable,Question not applicable
Cities 2021,60205,Commune Bizerte,Tunisia,Africa,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,0,Question not applicable,Question not applicable,Question not applicable,Question not applicable,Question not applicable
Cities 2021,60216,Växjö kommun,Sweden,Europe,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,1,Drought,Current,Serious,Medium,"This is mostly a problem for the minority of the Citizens that live in rural areas and have their own wells, instead of being connected to the muncipal water services. Droughts can make their water disappear for periods. Even more serious is this if you are a farmer with cattle."
Cities 2021,60223,Panevėžio miesto savivaldybė,Lithuania,Europe,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,0,Question not applicable,Question not applicable,Question not applicable,Question not applicable,Question not applicable
Cities 2021,60229,Arendal kommune,Norway,Europe,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,1,Water infestation/disease,Medium-term (by 2050),Less Serious,Medium-low,"Leakage of the water supply network or high water consumption during droughts can lead to negative pressure in the wiring harness. In case of negative pressure, contaminated water at the leak site will be sucked into the water pipe.This water may contain pathogenic microorganisms in large enough numbers to cause disease.In the event of negative pressure in the pipe network, contaminated water from subscribers can also be sucked into the pipe network.(backflow). A good number of subscribers do not have such protection against backflow.It is especially serious if we get backflow of pollution from so-called critical subscribers, which the municipality's pumping stations and treatment plants, livestock farmers, car washes, pools and more.All of the municipality's sewage pumping stations are assessed and ranked according to risk backflow. Some of the municipality's sewage pumping stations are still not well enough secured against backflow to the water supply network.The treatment plants at Narestø and in Saulekilen have inadequate routines to ensure against backflow of wastewater to the water supply network. More people in the areas around the treatment plants (Hisøy and Narestø) can get sick from drinking contaminated water.How much of the water supply network and how many subscribers are affected if polluted water entering the wiring network depends on the size of the leak, the dimension of the wiring, the numbersubscribers to the relevant pipeline route, location of pipe rupture valves, possibility to redirect the water supply, the time it takes to find the source of the pollution and more.Special challengesOnce an outbreak has started, it can take a long time to find the source of the infection. Many people can therefore become ill before finding the right measures to avoid infection and / or eliminate the source of infection.If contamination has entered the pipe network, it will take several days to get the water fresh."
Cities 2021,60229,Arendal kommune,Norway,Europe,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,2,Inadequate or ageing water supply infrastructure,Medium-term (by 2050),Less Serious,Medium-low,"Damage and breakage in the transmission line (""main line"") between the drinking water source Rore and the elevation basin Steinsås will lead to a halt in the water supply to large parts of the municipality when the elevation basins run empty, ie after approx. 12 hours.The closer to the city the pipe rupture occurs, the more will be able to be supplied as usual in areas west of the city (including Hisøy). The downlands and parts of Asdal can in any case be supplied with drinking water from Grimstad.The rest of the municipality will have to have reserve water delivered. This water is of poor quality and the water must be boiled before it is used as drinking water.Breakage of the main line can lead to negative pressure elsewhere in the pipe network with the risk of contaminated water being sucked in, which can cause disease.Special challengesIf pipe ruptures occur in bad weather conditions, it can be difficult to get to the scene of the accident, and repairs can take a long time. The most exposed area is the ravine behind Øyestad church."
Cities 2021,60236,Trelleborgs kommun,Sweden,Europe,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,1,Increased water demand,Medium-term (by 2050),Extremely serious,Medium,Drought in combination with population growth risks the waterworks' capacity becoming substandard
Cities 2021,60236,Trelleborgs kommun,Sweden,Europe,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,2,Drought,Current,Serious,Medium-low,Due to a shortage of  precipitation and higher tempereatures during summers there is an increase of water consumption during this seasons and we need to save water.
Cities 2021,60238,Söderhamns kommun,Sweden,Europe,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,1,,Current,Extremely serious,Low,
Cities 2021,60268,Prefeitura de Brumadinho,Brazil,Latin America,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,1,Increased water stress,Current,Extremely serious,Medium-high,Industria de refrigerantes consumindo a água das nascentes em município vizinho e ma preservação dos mananciais hídricos pelos moradores
Cities 2021,60268,Prefeitura de Brumadinho,Brazil,Latin America,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,2,Declining water quality,Current,Serious,Medium,Lançamento de esgoto sem tratamento nos cursos hídricos e uso de fossas negras
Cities 2021,60268,Prefeitura de Brumadinho,Brazil,Latin America,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,3,Increased water demand,Current,Serious,Medium-high,Aumento do numero de moradores do município em áreas com pouca oferta hídrica.
Cities 2021,60272,Prefeitura de Campina Grande,Brazil,Latin America,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,1,Increased water stress,Short-term (by 2025),Extremely serious,,"O município está inserido na região semiárida e o seu manancial de abastecimento localiza-se em outro municipio (Boqueirão-PB, cerca de 62km), construído nos anos 50, possui atualmente elevado índice de assoreamento, insatisfatória qualidade da água, teores de turbidez/algas/salinidade insatisfatórias, atendendo 23 municípios que demandam um volume incapaz de atender essa demanda, que irá comprometer os anos futuros do abastecimento, como vivenciamos em 5 anos de seca (2012-2017), causando graves problemas econômicos, sociais e ambientais. Vale salientar que não houve o colapso total do manancial, chegando a aprox, 4% de sua capacidade total devido a transposição de águas do rio são Francisco, mas atualmente estamos com o abastecimento da transposição.Ver materia abaixo. https://g1.globo.com/pb/paraiba/noticia/aguas-do-rio-sao-francisco-chegam-ao-acude-de-boqueirao-apos-41-dias-na-pb.ghtml"
Cities 2021,60273,Prefeitura de Extrema,Brazil,Latin America,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,0,Question not applicable,Question not applicable,Question not applicable,Question not applicable,Question not applicable
Cities 2021,60274,Prefeitura de Cruzeiro do Sul,Brazil,Latin America,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,1,Question not applicable,Question not applicable,Question not applicable,Question not applicable,Question not applicable
Cities 2021,60274,Prefeitura de Cruzeiro do Sul,Brazil,Latin America,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,2,Question not applicable,Question not applicable,Question not applicable,Question not applicable,Question not applicable
Cities 2021,60277,Prefeitura de Ilhabela,Brazil,Latin America,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,0,Question not applicable,Question not applicable,Question not applicable,Question not applicable,Question not applicable
Cities 2021,60318,Prefeitura de Porto Velho,Brazil,Latin America,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,0,Question not applicable,Question not applicable,Question not applicable,Question not applicable,Question not applicable
Cities 2021,60319,Prefeitura de Pato Branco,Brazil,Latin America,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,1,,Medium-term (by 2050),Less Serious,Medium-low,Ausência de água em quantidade suficiente para atender a população.
Cities 2021,60320,Prefeitura de Presidente Prudente,Brazil,Latin America,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,1,Increased water demand,Medium-term (by 2050),Serious,,
